"Sample","Date","Customer","Product","Grade","Client_Code","Analysis","Name","Unit","Type","A","B"
7013627,"21/01/2015 01:45:07 PM","I7","SUG_STARCH","SUGAR","INDUSTRIAL PURE, SOFT, TCP, 60/40 & RETAIL PURE SUGAR SAMPLES","ASHS040493","Ash @ 550°C","G_P_100G","Interim Precision",96.420638677,0.5206134797
5836641,"06/01/2014 03:32:37 PM","RIDDER","MEAT_PROD","HAM","REF #111 SHREDDED HAM HOCK MEAT UBD 07/01/14 BATCH 312","ASHS040493","Ash @ 550°C","G_P_100G","Repeatability",2.9181535628,2.871749927
5843875,"08/01/2014 03:40:07 PM","U4","PET_FOOD","WETPETFD","2014000005, 2014000007 & 2014000009 WET PETFOOD","ASHS040493","Ash @ 550°C","G_P_100G","Repeatability",1.559395357,1.4584627246
5851696,"10/01/2014 04:19:39 PM","AUBEER","HONEY","NONE","McDONALD LITTLE RED MALLEE IBC No. 1 PALLECON No. 103","ASHS040493","Ash @ 550°C","G_P_100G","Repeatability",0.1905751906,0.206182418
5852008,"10/01/2014 05:21:55 PM","MRWYPD","MISC_FOOD","NONE","SAMPLES 110712 TO 110721","ASHS040493","Ash @ 550°C","G_P_100G","Repeatability",0.62745863,0.6343042071
5912404,"31/01/2014 06:34:13 AM","AUSIMC","MISC_FOOD","PACKMEAL","JW TUNA PASTA 190g","ASHS040493","Ash @ 550°C","G_P_100G","Repeatability",1.096212873,1.0889152036
5912488,"31/01/2014 06:43:29 AM","AUSIMC","MISC_FOOD","PACKMEAL","JW TUNA PASTA 190g","ASHS040493","Ash @ 550°C","G_P_100G","Repeatability",1.2047925449,1.246373155
5912511,"31/01/2014 06:44:36 AM","AUSIMC","MISC_FOOD","PACKMEAL","JW TUNA PASTA 190g","ASHS040493","Ash @ 550°C","G_P_100G","Repeatability",1.1070412736,1.1044367162
5912525,"31/01/2014 06:46:00 AM","AUSIMC","MISC_FOOD","PACKMEAL","JW TUNA PASTA 190g","ASHS040493","Ash @ 550°C","G_P_100G","Repeatability",1.0826015143,1.0990626723
5912546,"31/01/2014 06:47:05 AM","AUSIMC","MISC_FOOD","PACKMEAL","JW TUNA PASTA 190g","ASHS040493","Ash @ 550°C","G_P_100G","Repeatability",1.1436740529,1.0331478345
5915438,"31/01/2014 04:13:30 PM","U4","MEAT_BONE","MEATMEAL","2014000726 TO 2014000732 MEALS/POWDERS","ASHS040493","Ash @ 550°C","G_P_100G","Repeatability",27.447989354,27.517829767
5933524,"07/02/2014 08:32:26 AM","AUSIMC","SAUCES","NONE","01546 LG SPAGHETTI SAUCE WITH BEEF 680G - WONTHAGGI - CP1","ASHS040493","Ash @ 550°C","G_P_100G","Repeatability",1.6618117568,1.6469584587
5956625,"14/02/2014 11:57:41 AM","AUWARA","HONEY","NONE","500GJ 500G JAR, YELLOW LID","ASHS040493","Ash @ 550°C","G_P_100G","Repeatability",0.09507687313,0.05875042368
5966021,"18/02/2014 11:43:12 AM","AUSIMC","SAUCES","NONE","NUTRITION ANALYSIS - 34114 JW HERRING FILLETS IN TOMATO SAUCE 200G - BONO- CP - IFC","ASHS040493","Ash @ 550°C","G_P_100G","Repeatability",1.5446025686,1.549216866
5966038,"18/02/2014 11:45:59 AM","AUSIMC","SAUCES","NONE","NUTRITION ANALYSIS - 34114 JW HERRING FILLETS IN TOMATO SAUCE 200G - BONO- CP - IFC","ASHS040493","Ash @ 550°C","G_P_100G","Repeatability",1.6228707481,1.6072315486
5966071,"18/02/2014 11:49:02 AM","AUSIMC","SAUCES","NONE","NUTRITION ANALYSIS - 34114 JW HERRING FILLETS IN TOMATO SAUCE 200G - BONO- CP - IFC","ASHS040493","Ash @ 550°C","G_P_100G","Repeatability",1.6255156702,1.5723611442
5966206,"18/02/2014 12:13:49 PM","AUSIMC","SAUCES","NONE","NUTRITION ANALYSIS - 34112 JW SMOKED KIPPERS FILLETS IN BRINE 200G - BONO- CP - IFC","ASHS040493","Ash @ 550°C","G_P_100G","Repeatability",2.211468415,2.1259286219
5966463,"18/02/2014 12:45:24 PM","AUSIMC","SAUCES","NONE","NUTRITION ANALYSIS - 34112 JW SMOKED KIPPERS FILLETS IN BRINE 200G - BONO- CP - IFC","ASHS040493","Ash @ 550°C","G_P_100G","Repeatability",2.2291884361,2.2631578947
5966484,"18/02/2014 12:47:21 PM","AUSIMC","SAUCES","NONE","NUTRITION ANALYSIS - 34112 JW SMOKED KIPPERS FILLETS IN BRINE 200G - BONO- CP - IFC","ASHS040493","Ash @ 550°C","G_P_100G","Repeatability",2.0522997312,2.0883993706
5966849,"18/02/2014 12:40:18 PM","TRUMPS","NUTS","CASHEWS","CASHEWS ROASTED SALT & PEPPER","ASHS040493","Ash @ 550°C","G_P_100G","Repeatability",3.8807835067,3.8331084285
5986735,"25/02/2014 10:27:12 AM","SAALS","MEAT_PROD","NONE","14020578 TO 14020586 MEAT SAMPLES","ASHS040493","Ash @ 550°C","G_P_100G","Repeatability",5.0464686137,4.9927000311
5995025,"27/02/2014 12:27:51 PM","SUBWAY","MEAT_PROD","A004540C","A004540C SLICED HAM","ASHS040493","Ash @ 550°C","G_P_100G","Repeatability",3.4790301755,3.4593688408
6008784,"04/03/2014 01:48:56 PM","AUSIMC","FISH","NONE","1. GOLDBAND SNAPPER-RM COMPOSITE OF 4 TRAYS","ASHS040493","Ash @ 550°C","G_P_100G","Repeatability",1.1594467522,1.1172665656
6013805,"05/03/2014 04:58:52 PM","AUSIMC","FISH","NONE","BAKE TO PERFECTION - CP","ASHS040493","Ash @ 550°C","G_P_100G","Repeatability",1.2754654572,1.2676266031
6013812,"05/03/2014 05:02:13 PM","AUSIMC","FISH","NONE","BAKE TO PERFECTION - CP","ASHS040493","Ash @ 550°C","G_P_100G","Repeatability",1.3981803586,1.4175315631
6022142,"08/03/2014 07:11:29 AM","AUSIMC","FISH","NONE","NUTRITION ANALYSIS - CASABLANCA - CP","ASHS040493","Ash @ 550°C","G_P_100G","Repeatability",1.1973370429,1.1806734399
6029839,"12/03/2014 09:22:17 AM","AUSIMC","FISH","NONE","34926, 34925 & 34448 JW TUNA CHUNK","ASHS040493","Ash @ 550°C","G_P_100G","Repeatability",1.4727068993,1.4107490656
6029852,"12/03/2014 09:24:15 AM","AUSIMC","FISH","NONE","34926, 34925 & 34448 JW TUNA CHUNK","ASHS040493","Ash @ 550°C","G_P_100G","Repeatability",1.5611868899,1.5298271024
6030109,"12/03/2014 09:57:09 AM","AUSIMC","FISH","NONE","34926, 34925 & 34448 JW TUNA CHUNK","ASHS040493","Ash @ 550°C","G_P_100G","Repeatability",2.03857002,1.9706045201
6041957,"15/03/2014 11:32:19 AM","AUKADC","CEREAL_PRD","NONE","444533 COLES SAVOURY FLAKES 200g x 2 USE BY 20/8/2014 & 1/7/2014","ASHS040493","Ash @ 550°C","G_P_100G","Repeatability",7.0319957575,7.5450370894
6041957,"15/03/2014 11:32:19 AM","AUKADC","CEREAL_PRD","NONE","444533 COLES SAVOURY FLAKES 200g x 2 USE BY 20/8/2014 & 1/7/2014","ASHS040493","Ash @ 550°C","G_P_100G","Repeatability",7.4304609998,8.1520337088
6041957,"15/03/2014 11:32:19 AM","AUKADC","CEREAL_PRD","NONE","444533 COLES SAVOURY FLAKES 200g x 2 USE BY 20/8/2014 & 1/7/2014","ASHS040493","Ash @ 550°C","G_P_100G","Repeatability",5.3844252163,5.3247901016
6073520,"26/03/2014 11:40:38 AM","AUSIMC","FISH","CAN TUNA","NUTRITION ANALYSIS - JW SALMON TEMPTERS 95G - BAMBOO-FT","ASHS040493","Ash @ 550°C","G_P_100G","Repeatability",1.6727762053,1.6725693457
6073543,"26/03/2014 11:42:57 AM","AUSIMC","FISH","CAN TUNA","NUTRITION ANALYSIS - JW SALMON TEMPTERS 95G - BAMBOO-FT","ASHS040493","Ash @ 550°C","G_P_100G","Repeatability",1.4400725706,1.4648265151
6073569,"26/03/2014 11:45:09 AM","AUSIMC","FISH","CAN TUNA","NUTRITION ANALYSIS - JW SALMON TEMPTERS 95G - BAMBOO-FT","ASHS040493","Ash @ 550°C","G_P_100G","Repeatability",1.5021178929,1.4883520276
6074080,"26/03/2014 01:20:40 PM","AUSIMC","FISH","CAN TUNA","1. JW LUNCH KIT TUNA LEMON HERB MAYONNAISE 95G-SNEAKY-FT SAMPLE ID LH 14.12.13 COMPOSITE OF 8x95g CANS","ASHS040493","Ash @ 550°C","G_P_100G","Repeatability",1.4593810743,1.4832185256
6100707,"04/04/2014 08:21:06 AM","U5B","CEREAL_PRD","PSYLLIUM_H","2014001657 PSYLLIUM HUSK","ASHS040493","Ash @ 550°C","G_P_100G","Repeatability",11.191520468,11.213464124
6101573,"04/04/2014 10:51:24 AM","N8","FAECES","NONE","14.058 DOG 28 WHOLE OATS - LOTUS","ASHS040493","Ash @ 550°C","G_P_100G","Repeatability",40.14602141,39.764780674
6121465,"11/04/2014 10:09:02 AM","AUSIMC","FISH","NONE","1. BE OS BARRAMUNDI FILLETS SKIN ON 700G - SINATRA, VIETNAM MARCH 2014, COMPOSITE OF 700G BAG","ASHS040493","Ash @ 550°C","G_P_100G","Repeatability",0.9147380781,0.9448548359
6135827,"16/04/2014 10:18:28 AM","AUSIMC","FISH","NONE","JW TUNA TEMPTERS CHILLI CMC 95G DUO - CP","ASHS040493","Ash @ 550°C","G_P_100G","Repeatability",1.5302979112,1.4891249368
6135848,"16/04/2014 10:21:26 AM","AUSIMC","FISH","NONE","JW TUNA TEMPTERS CHILLI CMC 95G DUO - CP","ASHS040493","Ash @ 550°C","G_P_100G","Repeatability",1.7345957541,1.7168187255
6187048,"06/05/2014 08:42:26 AM","TRUMPS","CEREAL_PRD","NONE","73BU - GTG Polenta 1kg","ASHS040493","Ash @ 550°C","G_P_100G","Repeatability",0.2969445964,0.3044074773
6235419,"21/05/2014 09:58:02 AM","AAAN","MISC_FOOD","MISCFRID","A14/2622A-1 COCONUT SPREAD","ASHS040493","Ash @ 550°C","G_P_100G","Repeatability",0.5190945756,0.5933689491
6300319,"11/06/2014 05:50:26 PM","AUPPDS","CEREAL_PRD","BAKERMEAL","BAKERS MEAL IN140174 Manildra","ASHS040493","Ash @ 550°C","G_P_100G","Repeatability",1.1198922635,1.1143210896
6300412,"11/06/2014 06:07:12 PM","AUPPDS","CEREAL_PRD","SOYFLOURF","SOY PROTEIN CONCENTRATE IN 100614 ADM","ASHS040493","Ash @ 550°C","G_P_100G","Repeatability",5.9716157205,6.0840140821
6373539,"05/07/2014 10:08:48 AM","THIPRO","FRUIT","DRIEDFRUIT","CRISPY FRUITS - PEAR","ASHS040493","Ash @ 550°C","G_P_100G","Repeatability",11.549177141,15.717525105
6373539,"05/07/2014 10:08:48 AM","THIPRO","FRUIT","DRIEDFRUIT","CRISPY FRUITS - PEAR","ASHS040493","Ash @ 550°C","G_P_100G","Repeatability",17.944785276,22.193110141
6373539,"05/07/2014 10:08:48 AM","THIPRO","FRUIT","DRIEDFRUIT","CRISPY FRUITS - PEAR","ASHS040493","Ash @ 550°C","G_P_100G","Repeatability",2.9922594062,2.9829318871
6397403,"15/07/2014 11:32:08 AM","SRS","MEATP_RAW","NONE","PLU 8802 - STICKY BBQ PORK RIBS BBD: 21/07/2014 COMPOSITE OF 3","ASHS040493","Ash @ 550°C","G_P_100G","Repeatability",1.5283234848,1.5470902012
6415925,"22/07/2014 10:07:13 AM","DTSPRO","CEREAL_PRD","FLOUR","PTA, ROUND 38- SAMPLE 1 & 2","ASHS040493","Ash @ 550°C","G_P_100G","Repeatability",0.5105581441,0.5169763868
6415927,"22/07/2014 10:07:43 AM","DTSPRO","CEREAL_PRD","FLOUR","PTA, ROUND 38- SAMPLE 1 & 2","ASHS040493","Ash @ 550°C","G_P_100G","Repeatability",0.5123365242,0.5074687948
6432866,"28/07/2014 09:23:35 AM","SUBWAY","CEREAL_PRD","A001947A","31 MAR 15, BATCH # 4189/172, SPC # AOO4507M, HONEY OAT TOPPING","ASHS040493","Ash @ 550°C","G_P_100G","Repeatability",2.9272113172,2.9395348837
6436451,"29/07/2014 09:55:31 AM","U4","PET_FOOD","TRAYEDPF","2014002569 TRAYED PETFOOD","ASHS040493","Ash @ 550°C","G_P_100G","Repeatability",1.5430154931,1.4522478415
6475153,"11/08/2014 02:24:47 PM","SUNB","DRIEDFRUIT","NONE","SAMPLES 316-322, PRUNES, DATES, SULTANAS, APRICOTS & APPLE SLICES","ASHS040493","Ash @ 550°C","G_P_100G","Repeatability",9.3655725156,9.5071309205
6506184,"20/08/2014 02:50:34 PM","GFCPAG","SAUCES","NONE","05566 leggos bolognese 525g 20/08/2015 08:54/10:12/11:23","ASHS040493","Ash @ 550°C","G_P_100G","Repeatability",1.588255693,1.5250486576
6508567,"21/08/2014 10:27:23 AM","GFCPAG","SOUPS","SOUP","43969 COLESLamb & Barley 400g,Use by15/09/2014, 07:28, 07:36, 07:42","ASHS040493","Ash @ 550°C","G_P_100G","Repeatability",1.0794216677,1.0711473915
6510446,"21/08/2014 02:08:57 PM","GFCPAG","SOUPS","SOUP","43977 COLESPea & Ham Soup 300g,Use by15/09/2014,10:33, 10:42, 10:51","ASHS040493","Ash @ 550°C","G_P_100G","Repeatability",0.8594242061,0.8577569756
6510477,"21/08/2014 02:17:48 PM","GFCPAG","SOUPS","SOUP","43968 COLESMinestrone Soup 300g,Use by15/09/2014,11:26, 11:32, 11:40","ASHS040493","Ash @ 550°C","G_P_100G","Repeatability",0.9467048711,0.9559493671
6520162,"25/08/2014 12:09:51 PM","GFCPAG","SAUCES","NONE","45353","ASHS040493","Ash @ 550°C","G_P_100G","Repeatability",1.3810306017,1.3672957205
6528444,"27/08/2014 12:00:05 PM","GFCPAG","SAUCES","NONE","Leggos Napoli 340g 05569","ASHS040493","Ash @ 550°C","G_P_100G","Repeatability",1.3728448809,1.3743005792
6529287,"27/08/2014 03:00:23 PM","GFCPAG","PASTA","NONE","05576 LEGGOS Ricotta & Roast veg tortellini 630g","ASHS040493","Ash @ 550°C","G_P_100G","Repeatability",1.1217460221,1.1435077471
6529309,"27/08/2014 03:03:43 PM","GFCPAG","SAUCES","NONE","Coles Sundried Tomato Sauce 425g 45347","ASHS040493","Ash @ 550°C","G_P_100G","Repeatability",0.8637187752,0.8611007113
6533944,"28/08/2014 03:30:34 PM","GFCPAG","SOUPS","SOUP","43967 Coles Tomato & Basil Soup 200g","ASHS040493","Ash @ 550°C","G_P_100G","Repeatability",0.89466778,0.8637661187
6534338,"28/08/2014 04:00:28 PM","GFCPAG","PASTA","NONE","05657 LEGGOS Pumpkin&Fetta Ravioli 630g","ASHS040493","Ash @ 550°C","G_P_100G","Repeatability",1.5966721467,1.6165090284
6534351,"28/08/2014 04:02:47 PM","GFCPAG","SOUPS","SOUP","43965 Coles Chicken & Corn Soup 300g","ASHS040493","Ash @ 550°C","G_P_100G","Repeatability",0.973880038,1.0752427772
6534383,"28/08/2014 04:05:13 PM","GFCPAG","SOUPS","SOUP","43966 Coles Pumpkin Soup 300g","ASHS040493","Ash @ 550°C","G_P_100G","Repeatability",0.8875379939,1.1458535638
6536627,"29/08/2014 10:38:16 AM","GFCPAG","SAUCES","NONE","45351 COLES Tomato,Onion &Garlic 425g (UNCOOKED) UB: 08/10/2014 DOM: 29/08/2014 09.22,09.27,09.32","ASHS040493","Ash @ 550°C","G_P_100G","Repeatability",1.1239603367,1.122887008
6537442,"29/08/2014 01:25:04 PM","GFCPAG","SAUCES","NONE","45350 COLES CARBONARA SAUCE 425g (UNCOOKED) USE BY: 08/10/2014 DOM 29/08/2014 11.48,11.53,11.58","ASHS040493","Ash @ 550°C","G_P_100G","Repeatability",1.2936893204,1.205257542
6538105,"29/08/2014 02:54:18 PM","GFCPAG","PASTA","NONE","45356 COLES VEAL TORTELLINI 375G-RAW PROCESSING (by DTS) UB: 08/10/2014 DOM 29/08/2014 10.38,10.52,11.20","ASHS040493","Ash @ 550°C","G_P_100G","Repeatability",1.7783331731,1.7730669662
6538125,"29/08/2014 02:56:54 PM","GFCPAG","PASTA","NONE","45355 COLES Ham & Cheese Tortellini 625g-RAW PROCESSING (by DTS) UB: 03/10/2014 DOM 29/08/2014 13.26,13.49,14.02","ASHS040493","Ash @ 550°C","G_P_100G","Repeatability",2.9817335244,1.8279356249
6538125,"29/08/2014 02:56:54 PM","GFCPAG","PASTA","NONE","45355 COLES Ham & Cheese Tortellini 625g-RAW PROCESSING (by DTS) UB: 03/10/2014 DOM 29/08/2014 13.26,13.49,14.02","ASHS040493","Ash @ 550°C","G_P_100G","Repeatability",1.893112724,1.8197617952
6539636,"30/08/2014 09:48:35 AM","NQAC","MISC_PROD","NONE","SAMPLE IDs 803840482-84, TRIALS 1-3","ASHS040493","Ash @ 550°C","G_P_100G","Repeatability",0.062966192,0.07538824948
6544312,"01/09/2014 02:36:27 PM","GFCPAG","SOUPS","SOUP","43970 Coles Chicken & Rice Soup 400g","ASHS040493","Ash @ 550°C","G_P_100G","Repeatability",1.0013643894,1.0310208686
6545480,"02/09/2014 07:40:20 AM","GFCPAG","PASTA","NONE","05688 Leggos Ham & Cheese Tortellini 630g","ASHS040493","Ash @ 550°C","G_P_100G","Repeatability",1.0137149672,1.0096875426
6546301,"02/09/2014 10:36:21 AM","GFCPAG","PASTA","NONE","01873 Leggos Beef & Tomato Ravioli 360g","ASHS040493","Ash @ 550°C","G_P_100G","Repeatability",1.465733527,1.3969267611
6555240,"04/09/2014 11:46:35 AM","NQAC","CEREAL_PRD","CRACKER","CRACKERS","ASHS040493","Ash @ 550°C","G_P_100G","Repeatability",4.0708545186,4.1125045021
6564706,"08/09/2014 08:06:21 AM","GFCPAG","PASTA","NONE","05683 Chicken with Mozzarella Agnolotti 630g","ASHS040493","Ash @ 550°C","G_P_100G","Repeatability",1.3138211382,1.3183444047
6758794,"03/11/2014 04:36:01 PM","AUSIMC","FISH","TUNA","NUTRITION ANALYSIS - JW TUNA TEMPERS CMC 95G-DUO-FT","ASHS040493","Ash @ 550°C","G_P_100G","Repeatability",1.4920159681,1.5236767415
6768541,"06/11/2014 12:57:47 PM","U4","FAECES","CATFAECES","2014005320 TO 2014005325 CAT FAECES","ASHS040493","Ash @ 550°C","G_P_100G","Repeatability",42.223245109,42.13806556
6795798,"14/11/2014 10:21:06 AM","AUPPDS","MEAT_PROD","MISC","BEEF WEASAND RM110024 G&J Hines","ASHS040493","Ash @ 550°C","G_P_100G","Repeatability",5.0260725902,5.0258457444
6935053,"23/12/2014 03:36:36 PM","AUMCF","HERB_SPICE","HERBSPICES","HERBS AND SPICES  5 TO 9","ASHS040493","Ash @ 550°C","G_P_100G","Repeatability",99.849033816,99.771293041
6972677,"08/01/2015 02:31:32 PM","GFCPAG","PASTA","NONE","LEGGOS Chicken Garlic & Herb Agnolotti  FT 1435 DOM 08.01.15 Comp SME Testing on Cooked Product","ASHS040493","Ash @ 550°C","G_P_100G","Repeatability",1.0780871371,1.0520545635
6974386,"09/01/2015 08:26:48 AM","GFCPAG","PASTA","NONE","LEGGOS Ricotta & Spinach FT 1435 DOM 08.01.15 Comp SME testing on Cooked Product","ASHS040493","Ash @ 550°C","G_P_100G","Repeatability",1.3495147946,1.3509764166
7013227,"21/01/2015 12:58:29 PM","I7","SUG_STARCH","STARCH","RM CORN/MAIZE STARCH & TCP","ASHS040493","Ash @ 550°C","G_P_100G","Repeatability",95.695060101,95.630495185
7013627,"21/01/2015 01:45:07 PM","I7","SUG_STARCH","SUGAR","INDUSTRIAL PURE, SOFT, TCP, 60/40 & RETAIL PURE SUGAR SAMPLES","ASHS040493","Ash @ 550°C","G_P_100G","Repeatability",96.420638677,96.362668559
7013627,"21/01/2015 01:45:07 PM","I7","SUG_STARCH","SUGAR","INDUSTRIAL PURE, SOFT, TCP, 60/40 & RETAIL PURE SUGAR SAMPLES","ASHS040493","Ash @ 550°C","G_P_100G","Repeatability",0.5196048269,0.5206134797
7020679,"23/01/2015 11:13:51 AM","GFCPAG","PASTA","NONE","COLES BEEF RAVIOLI 375g UNCOOKED PASTA USE BY DATE: 03/03/2015 COMPOSITE OF START, MIDDLE AND END","ASHS040493","Ash @ 550°C","G_P_100G","Repeatability",2.2052226472,2.197979798
7061018,"05/02/2015 02:08:48 PM","AUSMIO","SAUCES","NONE","GOLD DESSERT SAUCES","ASHS040493","Ash @ 550°C","G_P_100G","Repeatability",0.7077660057,2.166617869
